epoch,avg_loss
0,4.4549992699432375
1,4.103811388168335
2,4.004801880722046
3,3.9382719423675536
4,3.891005232849121
5,3.85319875
6,3.820185425415039
7,3.7934547562408447
8,3.7707577811431885
9,3.7521883934783937
10,3.7345429769897462
11,3.71916044631958
12,3.70488130531311
13,3.692875760421753
14,3.68135468460083
15,3.6712953241729736
16,3.6619624002838136
17,3.65382540763855
18,3.6459741676330566
19,3.638421885986328
20,3.6317752780914305
21,3.625291685409546
22,3.6192805545806883
23,3.6133047325134275
24,3.6083737199401855
25,3.603870933380127
26,3.5981226712799073
27,3.5942919857788085
28,3.5895014918518067
29,3.586829762573242
30,3.580951930923462
31,3.5802082668304442
32,3.5748960932922365
33,3.5716132764434816
34,3.5685969788360596
35,3.5650472162628173
36,3.5620731952667235
37,3.5600579595947264
38,3.556737290725708
39,3.553908855895996
40,3.551981339263916
41,3.548512320480347
42,3.547004553756714
43,3.5444521030426026
44,3.5419139232635497
45,3.539538472137451
46,3.537343445510864
47,3.5359311460113525
48,3.5337705434417725
49,3.5320557664489747
50,3.530007864227295
51,3.5281409560394286
52,3.526603330307007
53,3.5245114057159426
54,3.5230355352020264
55,3.5211960122680663
56,3.519813353652954
57,3.5184745449829102
58,3.516461170425415
59,3.5152811586761477
60,3.513422791366577
61,3.512079382324219
62,3.5110552576446534
63,3.509936768951416
64,3.508527746963501
65,3.5072068555450437
66,3.5061013404846193
67,3.504489451522827
68,3.50355559173584
69,3.5022306774139405
70,3.5014210076141357
71,3.499880880355835
72,3.498965853652954
73,3.497724847640991
74,3.4968097332000734
75,3.4957334296417235
76,3.494885495758057
77,3.4937558921051024
78,3.493004293823242
79,3.491844206466675
80,3.4908550002288816
81,3.4897709428405763
82,3.4889084536743162
83,3.4880817150878904
84,3.487238052520752
85,3.4860891486358643
86,3.4852886028289793
87,3.4844110844421388
88,3.4836593144226073
89,3.483108851470947
90,3.482023484649658
91,3.4813928605651854
92,3.4809064658355715
93,3.479730951690674
94,3.4789865395355224
95,3.478185276184082
96,3.477553146133423
97,3.47643153465271
98,3.4758597994232177
99,3.4752075388336183
